"","ID_Object","Value","Name"
"185",184,2.182333708,"Area"
"186",185,1.665436745,"Area"
"187",186,1.935167432,"Area"
"188",187,2.549394608,"Area"
"189",188,2.853235722,"Area"
"190",189,1.732064366,"Area"
"191",190,1.786622763,"Area"
"192",191,1.637280226,"Area"
"193",192,2.042922735,"Area"
"194",193,1.981706262,"Area"
"195",194,1.929961681,"Area"
"196",195,1.46288538,"Area"
"197",196,3.389951468,"Area"
"198",197,1.414620161,"Area"
"199",198,1.840359926,"Area"
"200",199,1.866936088,"Area"
"201",200,1.737558722,"Area"
"202",201,2.068159819,"Area"
"203",202,1.737558722,"Area"
"204",203,2.758189917,"Area"
"205",204,1.802827835,"Area"
"206",205,1.671039701,"Area"
"207",206,1.432815075,"Area"
"208",207,1.65982461,"Area"
"209",208,1.302865028,"Area"
"210",209,1.50447309,"Area"
"211",210,1.24516201,"Area"
"212",211,1.840359926,"Area"
"213",212,1.721049666,"Area"
"214",213,1.792032599,"Area"
"215",214,1.58022511,"Area"
"216",215,1.585976601,"Area"
"217",216,1.940365553,"Area"
"218",217,1.608879089,"Area"
"219",218,1.770343423,"Area"
"220",219,1.65982461,"Area"
