"","ID_Object","Value","Name"
"216",215,7.522127867,"Area"
"217",216,7.581021786,"Area"
"218",217,7.397547245,"Area"
"219",218,7.245559454,"Area"
"220",219,7.172525406,"Area"
"221",220,7.264834404,"Area"
"222",221,7.07318902,"Area"
"223",222,7.549394608,"Area"
"224",223,7.221348524,"Area"
"225",224,7.303141117,"Area"
"226",225,8.587546825,"Area"
"227",226,7.402218819,"Area"
"228",227,7.017529249,"Area"
"229",228,7.017529249,"Area"
"230",229,9.374874115,"Area"
"231",230,7.042922735,"Area"
"232",231,8.460333347,"Area"
"233",232,8.030443907,"Area"
"234",233,7.753830671,"Area"
"235",234,9.674265385,"Area"
"236",235,7.138020754,"Area"
"237",236,6.971411943,"Area"
"238",237,7.549394608,"Area"
"239",238,7.345858574,"Area"
"240",239,6.840359926,"Area"
"241",240,8.218767881,"Area"
"242",241,8.652206182,"Area"
"243",242,6.687791586,"Area"
"244",243,7.448684692,"Area"
"245",244,6.698913932,"Area"
"246",245,6.704461336,"Area"
"247",246,6.997098446,"Area"
"248",247,6.408529162,"Area"
"249",248,6.545493603,"Area"
"250",249,6.929961681,"Area"
"251",250,6.743044138,"Area"
"252",251,11.817750931,"Area"
"253",252,6.591717601,"Area"
"254",253,6.522121072,"Area"
"255",254,7.307906866,"Area"
"256",255,7.098242283,"Area"
"257",256,7.182333708,"Area"
"258",257,7.053036451,"Area"
"259",258,8.01796031,"Area"
"260",259,7.08322835,"Area"
"261",260,7.883146286,"Area"
"262",261,7.167613506,"Area"
"263",262,6.290154219,"Area"
"264",263,6.277380586,"Area"
"265",264,8.242923021,"Area"
"266",265,7.231048346,"Area"
"267",266,7.088239431,"Area"
"268",267,6.856328368,"Area"
"269",268,7.250385523,"Area"
"270",269,7.279237032,"Area"
"271",270,7.753830671,"Area"
"272",271,6.945557475,"Area"
"273",272,7.284028053,"Area"
"274",273,7.201884031,"Area"
"275",274,7.866074085,"Area"
"276",275,8.013793707,"Area"
"277",276,7.167613506,"Area"
"278",277,7.032784224,"Area"
"279",278,7.221348524,"Area"
"280",279,7.383506298,"Area"
"281",280,7.201884031,"Area"
"282",281,10.452699184,"Area"
"283",282,7.017529249,"Area"
"284",283,6.786622763,"Area"
"285",284,7.177432299,"Area"
"286",285,7.369423151,"Area"
"287",286,7.284028053,"Area"
"288",287,7.103235006,"Area"
"289",288,6.574463129,"Area"
"290",289,7.167613506,"Area"
"291",290,6.764900565,"Area"
"292",291,7.766897678,"Area"
"293",292,7.397547245,"Area"
"294",293,7.264834404,"Area"
"295",294,8.104814768,"Area"
"296",295,7.042922735,"Area"
"297",296,7.187229395,"Area"
"298",297,6.945557475,"Area"
"299",298,7.078211784,"Area"
"300",299,8.41349268,"Area"
"301",300,6.340632319,"Area"
"302",301,6.545493603,"Area"
"303",302,7.526682615,"Area"
"304",303,8.218767881,"Area"
"305",304,6.510367274,"Area"
"306",305,6.396307945,"Area"
"307",306,7.674767256,"Area"
"308",307,7.453306913,"Area"
"309",308,7.378816366,"Area"
"310",309,6.251638889,"Area"
