"","ID_Object","Value","Name"
"109",108,1.74327147,"Area"
"110",109,2.128388643,"Area"
"111",110,1.637493849,"Area"
"112",111,2.033049583,"Area"
"113",112,2.002476692,"Area"
"114",113,1.835261583,"Area"
"115",114,1.132465601,"Area"
"116",115,1.159511089,"Area"
"117",116,1.321988702,"Area"
"118",117,1.091279745,"Area"
"119",118,1.35327971,"Area"
"120",119,1.56889534,"Area"
"121",120,1.765130877,"Area"
"122",121,1.55731678,"Area"
"123",122,1.637493849,"Area"
"124",123,1.813827634,"Area"
"125",124,1.715753198,"Area"
"126",125,2.788970709,"Area"
"127",126,1.49284482,"Area"
"128",127,1.710222721,"Area"
"129",128,1.79226613,"Area"
"130",129,2.666258335,"Area"
"131",130,1.591925263,"Area"
"132",131,1.309368372,"Area"
"133",132,1.835261583,"Area"
"134",133,2.118454695,"Area"
"135",134,3.656468868,"Area"
"136",135,1.898827314,"Area"
"137",136,1.808449507,"Area"
"138",137,1.091279745,"Area"
"139",138,1.516447663,"Area"
"140",139,2.308208227,"Area"
"141",140,2.439744711,"Area"
"142",141,1.528180242,"Area"
"143",142,3.146158695,"Area"
"144",143,2.118454695,"Area"
"145",144,1.748749375,"Area"
"146",145,1.682436585,"Area"
"147",146,1.534029484,"Area"
"148",147,2.476676464,"Area"
"149",148,2.558784723,"Area"
"150",149,2.027970552,"Area"
"151",150,2.192405939,"Area"
"152",151,1.433001995,"Area"
"153",152,1.420883298,"Area"
"154",153,2.15312314,"Area"
"155",154,2.397859573,"Area"
"156",155,2.934446812,"Area"
"157",156,2.298670053,"Area"
"158",157,1.981965184,"Area"
"159",158,1.309368372,"Area"
"160",159,1.726786733,"Area"
"161",160,2.60831809,"Area"
"162",161,1.551511645,"Area"
"163",162,1.480973363,"Area"
"164",163,1.877758384,"Area"
"165",164,1.433001995,"Area"
"166",165,1.516447663,"Area"
"167",166,3.645103931,"Area"
"168",167,3.464674234,"Area"
"169",168,1.614789844,"Area"
"170",169,0.751471102,"Area"
"171",170,1.49284482,"Area"
"172",171,1.609089017,"Area"
"173",172,1.390358448,"Area"
"174",173,1.091279745,"Area"
"175",174,1.516447663,"Area"
"176",175,1.682436585,"Area"
"177",176,1.309368372,"Area"
"178",177,1.710222721,"Area"
"179",178,2.545192242,"Area"
"180",179,1.328276157,"Area"
"181",180,0.70912081,"Area"
"182",181,1.522319436,"Area"
"183",182,1.75421834,"Area"
"184",183,3.162460327,"Area"
"185",184,1.710222721,"Area"
"186",185,2.128388643,"Area"
"187",186,1.20609808,"Area"
"188",187,1.238830328,"Area"
"189",188,1.660041213,"Area"
"190",189,1.626161575,"Area"
"191",190,1.408713222,"Area"
"192",191,0.910340726,"Area"
"193",192,1.545695186,"Area"
"194",193,3.67536974,"Area"
"195",194,1.872473001,"Area"
"196",195,1.614789844,"Area"
"197",196,1.277547002,"Area"
"198",197,1.528180242,"Area"
"199",198,1.303035259,"Area"
"200",199,1.486914992,"Area"
"201",200,1.710222721,"Area"
"202",201,1.813827634,"Area"
"203",202,1.528180242,"Area"
"204",203,3.425679922,"Area"
"205",204,1.091279745,"Area"
"206",205,2.481273413,"Area"
"207",206,1.3780545,"Area"
"208",207,1.671257734,"Area"
"209",208,1.02799499,"Area"
"210",209,1.390358448,"Area"
"211",210,2.172808647,"Area"
"212",211,4.140427589,"Area"
"213",212,1.904076576,"Area"
"214",213,2.968151808,"Area"
"215",214,1.603378057,"Area"
"216",215,2.472074747,"Area"
"217",216,1.3780545,"Area"
"218",217,0.864235282,"Area"
"219",218,1.152779341,"Area"
"220",219,1.516447663,"Area"
"221",220,1.498762846,"Area"
"222",221,3.584192991,"Area"
"223",222,1.020843744,"Area"
"224",223,1.654418588,"Area"
"225",224,1.402608395,"Area"
"226",225,2.308208227,"Area"
"227",226,2.719187975,"Area"
"228",227,1.296686649,"Area"
"229",228,0.984703183,"Area"
"230",229,1.534029484,"Area"
"231",230,1.56889534,"Area"
"232",231,1.347050786,"Area"
"233",232,2.692788363,"Area"
"234",233,1.486914992,"Area"
"235",234,1.396490097,"Area"
"236",235,2.113479137,"Area"
"237",236,1.139256954,"Area"
"238",237,2.67953968,"Area"
"239",238,1.19288063,"Area"
"240",239,3.247364044,"Area"
"241",240,0.856431782,"Area"
"242",241,0.691824198,"Area"
"243",242,1.125653744,"Area"
"244",243,1.340807319,"Area"
"245",244,1.539867997,"Area"
"246",245,1.55731678,"Area"
"247",246,2.022884369,"Area"
"248",247,2.402531862,"Area"
"249",248,2.980742216,"Area"
"250",249,1.591925263,"Area"
"251",250,1.480973363,"Area"
"252",251,1.69913578,"Area"
"253",252,1.480973363,"Area"
